Term	Thai
card_wishing_well_wish_50	นี่จะไม่ไปไหนเลย ฉันควรหยุดซื้อความปรารถนา
idea_wishing_well_status_0	สร้างบ่อน้ำแห่งความปรารถนา
card_brickyard_status	ทำอิฐ
card_sawmill_status	ทำไม้กระดาน
label_one_villager_needs_to_stay_island	ชาวบ้านอย่างน้อยหนึ่งคนต้องอยู่บนเกาะ
card_university_status	กำลังค้นคว้า
card_altar_description	ใช้สำหรับอัญเชิญวิญญาณ
card_altar_name	แท่นบูชา
card_angry_royal_description	คุณได้ทำให้ คนที่สำคัญที่สุดโกรธ
card_angry_royal_name	ราชวงศ์โกรธา
card_animal_cage_description	สามารถเลี้ยงสัตว์ได้ 1 ตัว
card_animal_cage_name	กรงสัตว์
card_animal_cage_status_0	สร้างกรงสัตว์
card_animal_eating_status	กินข้าว
card_animal_old_name	เก่า [name]
card_animal_pen_status	[name] กำลังผลิต [การ์ด]
card_baby_dragon_description	ไดโนเสาร์ที่มีเวทย์มนต์
card_baby_dragon_name	มังกรน้อย
card_barrel_description	เปลี่ยนของเปียกๆให้เป็นส่วนของเปียกๆอีกอัน
card_barrel_name	ถังหมัก
card_barrel_status_0	สร้างถังหมัก
card_beer_description	น้ำและข้าวสาลี คู่หูอันเป็นเอกลักษณ์
card_beer_name	เบียร์
card_beer_status_0	ต้มเบียร์
card_book_description	วิดีโอเกม แต่สำหรับคนเนิร์ด
card_book_name	หนังสือ
card_book_status_0	ทำหนังสือ
card_bread_description	ใครจะไม่ชอบ.
card_bread_name	ขนมปัง
card_bread_status_0	อบขนมปัง
card_cat_description	น่ารักและใจร้าย
card_cat_name	แมว
card_charity_description	สร้างความสุข 1 ครั้งสำหรับทุก ๆ [amount] เหรียญที่คุณมอบให้
card_charity_name	อาคารสงเคราะห์
card_charity_status_0	สร้างอาคารสงเคราะห์
card_charity_status_active	สงเคราะห์
card_cheese_description	เหมือนจะเป็นชีสเกาดา
card_cheese_name	ชีส
card_cheese_status_0	ทำชีส
card_corpse_name_long	ศพของ [name]
card_corpse_remove	ฝังศพ
card_crown_description	ทำตัวเป็นชนชั้นสูง
card_crown_name	มงกุฎ
card_crown_status_0	ทำมงกุฎ
card_curse_happiness_description	ชาวบ้านของคุณต้องความสุขทุก ๆ [month] จันทราที่
card_death_curse_description	ตายแต่ไม่มีภาษี ชาวบ้านจะแก่และป่วย
card_death_curse_name	คำสาปแห่งความตาย
card_death_recipe_description	ถวายเนื้อดิบที่แท่นบูชาจะเรียกวิญญาณออกมา
card_death_recipe_name	โลกแห่งความตาย
card_death_spirit_description	จากโลกอันไกลโพ้นที่ชาวบ้านแก่ชราและเจ็บป่วย
card_death_spirit_name	วิญญาณแห่งความตาย
card_display_spirit_dlc_description	ซื้อ Cursed Worlds DLC เพื่อเข้าถึงการ์ดเหล่านี้
card_display_spirit_dlc_name	โลกที่ถูกสาป
card_dough_description	ผ่านทดสอบบานหน้าต่าง
card_dough_name	แป้งโด
card_dough_status_0	ทำแป้ง
card_dragon_egg_description	ไข่ไก่ฟองใหญ่
card_dragon_egg_name	ไข่มังกร
card_dragon_egg_name_cracked	ไข่มังกรแตก
card_dragon_scale_armor_description	ชุดเกราะที่ดี แต่ต้องเสียไปเท่าไหร่ล่ะ...
card_dragon_scale_armor_name	เกราะเกล็ดมังกร
card_euphoria_description	ความรู้สึกหรือสภาวะของความตื่นเต้นและความสุขอย่างเข้มข้น
card_euphoria_name	ความอิ่มเอิบใจ
card_euphoria_status_0	สร้างความอิ่มเอมใจ
card_fiend_description	สิ่งมีชีวิตขนาดใหญ่ที่มีรูปร่างเหมือนปีศาจ
card_fiend_name	อสูร
card_fish_chips_description	เป็นปลาและกรอบ
card_fish_chips_name	ปลาแผ่นทอด
card_fish_chips_status_0	ทำปลาแผ่นทอด
card_flour_description	ร่วน ส่วนผสมหลักในทำแป้งโด
card_flour_mill_description	เปลี่ยนข้าวสาลีให้เป็นแป้ง
card_flour_mill_name	โรงโม่แป้ง
card_flour_name	แป้ง
card_fountain_of_youth_description	ยกเลิกคำสาปแห่งความตาย
card_fountain_of_youth_name	น้ำพุแห่งความเยาว์วัย
card_fountain_of_youth_status_0	สร้างน้ำพุแห่งความเยาว์วัย
card_french_fries_description	มันฝรั่งทอดกรอบ
card_french_fries_name	มันฝรั่งทอด
card_french_fries_status_0	ทอดเฟรนช์ฟรายส์
card_ghoul_description	วิญญาณผีสิง
card_ghoul_name	ปอบ
card_grape_description	มันเป็นเพียงเบอร์รี่ที่แฟนซีนิดหน่อย
card_grape_name	องุ่น
card_grape_pulp_description	ส่วนผสมขององุ่น
card_grape_pulp_name	เนื้อองุ่น
card_grape_pulp_status_0	กระทืบองุ่น
card_grape_vine_description	พุ่มเบอร์รี่ที่เป็นเส้นๆ
card_grape_vine_name	เถาองุ่น
card_grape_vine_status	เก็บเกี่ยวองุ่น
card_greed_curse_description	กษัตริย์ผู้ละโมบปกครองแผ่นดิน ตอบสนองความต้องของเขา
card_greed_curse_name	คำสาปแห่งความโลภ
card_greed_recipe_description	ถวายเหรียญแท่นบูชาจะเรียกวิญญาณออกมา
card_greed_recipe_name	โลกแห่งความโลภ
card_greed_spirit_description	จากโลกอันไกลโพ้น ที่ซึ่งมีกษัตริย์ปกครองดินแดน
card_greed_spirit_name	วิญญาณแห่งความโลภ
card_happiness_curse_description	ทุกคนต้องความสุข
card_happiness_curse_name	คำสาปแห่งความโศกเศร้า
card_happiness_description	หน่วยของความสุข มันทำให้ชาวบ้านมีความสุข
card_happiness_name	ความสุข
card_happiness_recipe_description	ถวายถ่านที่แท่นบูชาจะเรียกวิญญาณออกมา
card_happiness_recipe_name	โลกแห่งความเศร้า
card_happiness_spirit_description	จากโลกอันไกลโพ้นที่ชาวบ้านต้องเศร้าโศก
card_happiness_spirit_name	วิญญาณแห่งความโศกเศร้า
card_herbal_tea_description	ทำให้คุณรู้สึกดีขึ้น
card_herbal_tea_name	ชาสมุนไพร
card_herbal_tea_status_0	ทำชาสมุนไพร
card_herbal_tea_status_1	รักษาชาวบ้าน
card_herbs_description	ใบไม้มีรสชาติ
card_herbs_name	สมุนไพร
card_hop_plant_status_0	รวบรวมฮอป
card_horse_description	วัวหน้าตาแปลกๆ.
card_horse_name	ม้า
card_human_poop_description	มันมีกลิ่นเหม็นเป็นพิเศษ
card_human_poop_name	อึชาวบ้าน
card_imp_description	สิ่งมีชีวิตตัวเล็กที่น่ารังเกียจ
card_imp_name	อิมพ์
card_jester_description	สนุกสนานในงานปาร์ตี้
card_jester_hat_description	ทำให้คุณดูเหมือนตัวตลก
card_jester_hat_name	หมวกตัวตลก
card_jester_hat_status_0	สร้างหมวกตัวตลก
card_jester_name	ตัวตลก
card_kitten_description	น่ารักฟรุ้งฟริ้ง
card_kitten_name	ลูกแมว
card_merchant_description	ขายไข่มังกรในราคา 100 เหรียญ!
card_merchant_description_2	ขายไข่มังกรในราคา 100 เหรียญ! ยังคงต้อง [coinsNeeded] เหรียญ
card_merchant_name	พ่อค้า
card_museum_description	เปลี่ยนทรัพยากรให้เป็นความสุข สำหรับแต่ละทรัพยากรใหม่ที่ได้รับ
card_museum_name	พิพิธภัณฑ์
card_museum_status_0	สร้างพิพิธภัณฑ์
card_naming_stone_description	ไม่ลืมอีกต่อไปว่าใครเป็นใคร!
card_naming_stone_name	ตั้งชื่อหิน
card_naming_stone_status_0	สร้างหินตั้งชื่อ
card_old_cat_description	ขี้บ่นบ้างเป็นบางครั้ง
card_old_cat_name	แมวแก่
card_old_dog_description	ยังน่ารักอยู่เลย
card_old_dog_name	หมาแก่
card_old_villager_description	ชีวิตดูผ่านไปรวดเร็วในสายตาพวกเขา
card_old_villager_name	ชาวบ้านสูงอายุ
card_olive_description	ความคลาสสิกของชาวเมดิเตอร์เรเนียน
card_olive_name	มะกอก
card_olive_oil_description	น้ำมะกอกอร่อย
card_olive_oil_name	น้ำมันมะกอก
card_olive_oil_status_0	ทำน้ำมันมะกอก
card_olive_pulp_description	มะกอก
card_olive_pulp_name	เนื้อมะกอก
card_olive_pulp_status_0	กระทืบมะกอก
card_olive_tree_description	สามารถเติบโตได้มากถึง 3,500 ปี
card_olive_tree_name	ต้นโอลีฟ
card_olive_tree_status	เก็บเกี่ยวมะกอก
card_outhouse_description	ใช้มันเพื่อกำจัดอึ
card_outhouse_name	ห้องน้ำ
card_outhouse_remove_poop	กำจัดอึ
card_outhouse_status_0	สร้างห้องน้ำ
card_oven_description	ใช้ในอบสิ่งของต่างๆ
card_oven_name	เตาอบ
card_painting_description	ภาพวาดของชาวบ้านชาวฝรั่งเศส
card_painting_name	ภาพวาด
card_painting_status_0	สร้างภาพวาด
card_pancakes_description	กองใหญ่เชียว!
card_pancakes_name	แพนเค้ก
card_pancakes_status_0	ทำแพนเค้ก
card_paper_description	ไม้เปียกหั่นเป็นชิ้นบาง ๆ
card_paper_name	กระดาษ
card_paper_status_0	ทำกระดาษ
card_petting_zoo_description	สร้างความสุขให้กับสัตว์ทุกตัวที่อยู่ด้านบน
card_petting_zoo_name	สวนสัตว์เลี้ยง
card_petting_zoo_status_0	สร้างสวนสัตว์เลี้ยง
card_petting_zoo_status_active	เลี้ยงสัตว์
card_pizza_description	ใช่เลย
card_pizza_name	พิซซ่า
card_pizza_status_0	ทำพิซซ่า
card_plague_mask_description	คุณไม่สามารถป่วยได้
card_plague_mask_name	หน้ากากกันโรคระบาด
card_plague_mask_status_0	ทำหน้ากากกันโรคระบาด
card_poop_cant_sell	คุณไม่สามารถขายอึได้เมื่อคำสาปแห่งความตายทำงานอยู่
card_poop_slime_description	สไลม์ทำจากอึ
card_poop_slime_name	สไลม์อึ
card_possessed_blade_description	ทำให้ผู้ถือครองรู้สึกไม่สบายใจ
card_possessed_blade_name	ใบมีดที่ถูกสิง
card_puppy_description	มันน่ารัก
card_puppy_name	ลูกหมา
card_rag_description	ผ้าฝ้ายที่ฉีกขาดเป็นแผ่น
card_rag_name	เศษผ้า
card_roasted_fish_description	สีน้ำตาล กรอบ
card_roasted_fish_name	ปลาทอด
card_roasted_fish_status_0	ทอดปลา
card_roasted_meat_description	กรอบนอกนุ่มใน
card_roasted_meat_name	เนื้อทอด
card_roasted_meat_status_0	ทอดเนื้อ
card_royal_archer_description	ฝึกฝนอยู่บริเวณปราสาท
card_royal_archer_name	นักธนูแห่งราชวงศ์
card_royal_banquet_description	อาหารที่อร่อยมากบางอย่างรวมกัน
card_royal_banquet_name	งานเลี้ยงราชวงศ์
card_royal_banquet_status_0	เตรียมงานพระราชพิธี
card_royal_crown_description	ให้ความแข็งแกร่งและทำให้คุณโลภ
card_royal_crown_name	รอยัลคราวน์
card_royal_description	น้องนิสัยเสีย
card_royal_description_demand_2	สั่งให้คุณหาไข่มังกรมา หาได้ค่อยกลับมา
card_royal_guard_description	จะสละชีวิตเพื่อพระราชา
card_royal_guard_name	ราชองครักษ์
card_royal_mage_description	พ่อมดผู้สูงศักดิ์
card_royal_mage_name	นักเวทย์ราชวงศ์
card_royal_name	ราชวงศ์
card_royal_tunic_description	ดูหรูหราในสนามรบ
card_royal_tunic_name	เสื้อคลุมของการ์ด
card_ruins_description	โบราณสถานแห่งหนึ่ง ต้องมีชาวบ้าน [required_count] คนในสำรวจ
card_ruins_name	ซากปรักหักพัง
card_ruins_status	สำรวจซากปรักหักพัง
card_sadness_demon_description	มันถูกสร้างขึ้นจากความโศกเศร้าของชาวบ้านของคุณ
card_sadness_demon_name	ปีศาจแห่งความโศกเศร้า
card_scythe_description	มีประโยชน์สำหรับเพาะปลูกและกำจัดมอนสเตอร์
card_scythe_name	เคียว
card_scythe_status_0	ทำเคียว
card_sewer_description	ดึงดูดอึโดยอัตโนมัติ
card_sewer_name	ท่อระบายน้ำ
card_sewer_status_0	สร้างท่อระบายน้ำ
card_shaman_description	พูดคุยกับวิญญาณ
card_shaman_name	หมอผี
card_shaman_status	สวดมนต์
card_spirit_status_1	ออกจากโลกวิญญาณ
card_spring_description	เป็นแหล่งน้ำ สามารถใช้เติมขวดเปล่าได้
card_spring_name	ฤดูใบไม้ผลิ
card_squire_description	เขาเป็นเด็กถือโล่ให้คุณ
card_squire_name	นายทหาร
card_squire_tunic_description	จะกลายเป็น
card_squire_tunic_name	เสื้อคลุมสี่เหลี่ยม
card_squire_tunic_status_0	สร้าง เสื้อคลุมสี่เหลี่ยม
card_stomping_vat_description	ล้างเท้าก่อน
card_stomping_vat_name	ถังกระทืบ
card_stomping_vat_status_0	สร้างถังกระทืบ
card_tavern_description	เปลี่ยนอาหารให้เป็นความสุข
card_tavern_name	โรงเตี๊ยม
card_tavern_status_0	เสิร์ฟอาหาร
card_teenage_villager_description	กำหนดอนาคนด้วยเส้นทางของเด็ก
card_teenage_villager_name	หนุ่มชาวบ้าน
card_throwing_tomatos_description	ฝูงชนไม่ชอบมัน
card_throwing_tomatos_name	มะเขือเทศ
card_throwing_tomatos_status_0	ทำมะเขือเทศ
card_tomato_description	สีแดง ทรงกลม และโยนได้อย่างสนุกสนาน
card_tomato_name	มะเขือเทศ
card_tomato_plant_description	กินเฉพาะส่วนสีแดงเท่านั้น
card_tomato_plant_name	ต้นมะเขือเทศ
card_tomato_plant_status	เก็บมะเขือเทศ
card_unhappiness_description	ทำให้ชาวบ้านเศร้า##คุณต้องความสุขเพิ่ม 1 อันสำหรับ์ดความโศกเศร้าทุกใบที่คุณมี
card_unhappiness_name	ความโศกเศร้า
card_university_description	สถานที่แห่งปัญญา ให้แนวคิดใหม่แก่คุณสำหรับทุก ๆ [max_count] เหรียญที่คุณมอบให้
card_water_description	ของเหลวเปียก
card_water_name	น้ำ
card_water_status_0	รับน้ำ
card_wheat_description	หญ้าสำหรับมนุษย์ แต่สวรรค์สำหรับสัตว์
card_wheat_name	ข้าวสาลี
card_whip_description	ระยะประชิดหรือระยะไกล? ใครจะรู้
card_whip_name	แส้
card_wine_description	น้ำองุ่นนี้ทำให้ฉันรู้สึกมึนๆ
card_wine_name	ไวน์
card_wine_status_0	ทำไวน์
card_winter_coat_description	ความมหัศจรรย์ในฤดูหนาว
card_winter_coat_name	เสื้อกันหนาว
card_winter_coat_status_0	ทำเสื้อกันหนาว
card_wishing_well_description	มันให้ความปรารถนาแก่คุณทุก ๆ [count] เหรียญ
card_wool_dress_description	ชุดเดรสที่จะสร้างความประทับใจ
card_wool_dress_name	ชุดแฟนซี
card_wool_dress_status_0	ทำชุดแฟนซี
card_wool_socks_description	พวกมันมีอุ้งเท้าแมวตัวเล็ก ๆ อยู่!
card_wool_socks_name	ถุงเท้าสีม่วง
card_wool_socks_status_0	ทำถุงเท้าสีม่วง
cardtype_happiness	ความสุข
cardtype_spirits	วิญญาณและคำสาป
credits_cyber	สนับสนุน Mod
cursetype_death	ความตาย
cursetype_greed	ความโลภ
cursetype_happiness	ความสุข
cutscene_death_end_text_0	ฉันเห็นคุณปลดล็อคแพ็คใหม่!
cutscene_death_end_text_1	ฉันได้ยินมาว่าแพ็กนี้มีแก้ไขคำสาปของฉัน
cutscene_death_middle_text_0	ดูเหมือนชาวบ้านจะตายเพราะวัยชรา
cutscene_death_middle_text_1	มันเศร้าเสมอที่เห็นมันเกิดขึ้น เขาปลอดภัยเมื่ออยู่กับฉัน
cutscene_death_middle_text_2	อย่าลืมหาชาวบ้านใหม่ก่อนที่พวกเขาจะตายทั้งหมด
cutscene_greed_end_text_0	ไข่มังกร? ฉันหวังว่าเขาจะพร้อมสำหรับสิ่งที่กำลังจะเกิดขึ้น
cutscene_greed_middle_text_0	ราชวงศ์โลภผู้นี้คิดว่าเขาสามารถเรียกร้องทุกสิ่งได้...
cutscene_greed_middle_text_1	ฉันแน่ใจว่าข้อเรียกร้องของเขาจะทำให้เขาล่มสลายในไม่ช้า
cutscene_happiness_end_text_0	ฉันพบวิธีกำจัดคำสาป
cutscene_happiness_end_text_1	รวม 3 ความอิ่มเอิบใจเข้ากับคำสาปแห่งความโศกเศร้า
cutscene_happiness_end_text_2	นี่คือแนวคิดสำหรับมัน
cutscene_happiness_middle_text_1	หากเรามีความสุขมากขึ้น เราก็อาจจะสามารถถอนคำสาปแห่งความโศกเศร้าได้
demand_fancy_dress_start_text	ฉันจะมอบชุดนี้ให้กับคนที่สวยมาก!
demand_fancy_dress_success_text	ชุดนี้เป็นของขวัญที่สมบูรณ์แบบ เธอชอบมันมาก! ฉันมีความคิดที่ยิ่งใหญ่ที่สุดเสมอ!
greed_quest_demand_description_not_found	ที่ปรึกษาของผมจะแนะนำคุณเกี่ยวกับของที่ฉันต้องการ
greed_quest_demand_failed	ทำไมไม่ทำตามที่ขอ!
greed_quest_demand_failed_2	นี่คืออะไร? ไม่ใช่อันนี้นะ
greed_quest_demand_failed_3	คำขอของฉันเจาะจงมาก แต่นี่ไม่ใช่นะ
greed_quest_demand_success	ขอบคุณ. ฉันไม่รู้ว่าคุณใส่ใจฉันด้วย
greed_quest_demand_success_2	อ่า ตรงตามที่ขอเลย...
greed_quest_demand_success_3	เยี่ยมเลย! อันนี้แหละ 
greed_quest_demand_title	พระราชกรณียกิจ!
idea_altar_status_0	สร้างแท่นบูชา
idea_death_curse_fix_description	ยกเลิกคำสาปแห่งความตาย
idea_death_curse_fix_name	ยกเลิกคำสาปแห่งความตาย
idea_death_curse_fix_status_0	ยกเลิกคำสาปแห่งความตาย
idea_flour_mill_status_0	สร้างโรงโม่แป้ง
idea_flour_status_0	บดข้าวสาลี
idea_greed_curse_fix_description	ยกเลิกคำสาปแห่งความโลภขึ้น
idea_greed_curse_fix_name	ยกเลิกคำสาปแห่งความโลภขึ้น
idea_greed_curse_fix_status_0	ยกเลิกคำสาปแห่งความโลภ
idea_growth_status_13	ปลูกข้าวสาลี
idea_growth_status_14	ปลูกองุ่น
idea_growth_status_15	ต้นมะกอกที่กำลังเติบโต
idea_growth_status_16	ปลูกต้นมะเขือเทศ
idea_growth_status_17	ต้นไม้ที่กำลังเติบโต
idea_growth_status_18	สมุนไพรที่กำลังเติบโต
idea_happiness_curse_fix_description	ยกเลิกคำสาปแห่งความโศกเศร้า
idea_happiness_curse_fix_name	ยกเลิกคำสาป
idea_happiness_curse_fix_status_0	ยกเลิกคำสาปแห่งความโศกเศร้า
idea_happiness_description	วิธีรับความสุขที่รวดเร็วและสกปรก
idea_happiness_name	ความสุข
idea_happiness_result	วิธีรับความสุขที่รวดเร็วและสกปรก
idea_happiness_status_0	ให้เหรียญ
idea_happiness_status_1	กำลังอ่านหนังสือ
idea_offspring_status_2	สร้างลูกแมว
idea_oven_status_0	สร้างเตาอบ
idea_remove_happiness	
idea_tavern_status_0	สร้างโรงเตี๊ยม
idea_unhappiness_status_0	ทำให้ชาวบ้านเศร้าใจ
ideagroup_death	ความตาย
ideagroup_greed	ความโลภ
ideagroup_happiness	ความสุข
label_advanced_combat	ในเกมสถิติต่อสู้: [on_off]
label_advanced_settings	ตัวเลือกขั้นสูง
label_age_villagers	สุขสันต์วันเกิด!
label_altar_cutscene_help_false	ไม่สนใจพวกเขา
label_altar_cutscene_help_spirit_false	โปรดเรียกฉันอีกครั้งเมื่อคุณสามารถช่วยฉันได้
label_altar_cutscene_help_spirit_true	ขอบคุณ! ตามฉันมาสู่โลกของฉัน
label_altar_cutscene_help_true	ช่วยพวกเขาออกไป
label_altar_cutscene_text	ฉันคือ [spirit] คุณช่วยฉันในโลกของฉันได้ไหม?
label_altar_cutscene_title	แท่นบูชาเริ่มดังก้อง..
label_angry_villager	ชาวบ้านคนหนึ่งของคุณโกรธ!
label_beat_curse_to_unlock	ยกเลิกคำสาปนี้ออกเพื่อเริ่มวิ่งใหม่โดยเปิดใช้งาน
label_buy_dlc_steam	ซื้อบน Steam
label_cardopedia_all	การ์ดทั้งหมด
label_cardopedia_forest	ป่าทะมึนมืด
label_cardopedia_island	เกาะ
label_cardopedia_main	ต้นฉบับ
label_cardopedia_modded	ม็อด
label_cardopedia_order	สั่งซื้อและโครงสร้าง
label_cardopedia_spirit	โลกที่ถูกสาป
label_change_board_disabled_text	คุณไม่สามารถเปลี่ยนโลกในโลกแห่งวิญญาณได้
label_change_board_disabled_title	ปิดใช้งานเดินทาง
label_clicktodrag_enabled	ลากง่าย
label_clicktodrag_tooltip	ช่วยให้คุณสามารถลากการ์ดได้ด้วยคลิกขวา #คลิกขวาหนึ่งครั้งเพื่อเริ่มลาก และคลิกขวาอีกครั้งเพื่อหยุดลาก
label_death_intro_1	ยินดีต้อนรับสู่โลกแห่งความตาย
label_death_intro_2	ทุกๆ สองสามเดือน ชาวบ้านของเราก็จะเติบโตขึ้น
label_death_intro_3	แก่แล้วเราก็จากไป..
label_death_intro_4	เรายังอาจป่วยได้หากมีอุจจาระมากเกินไป
label_death_intro_5	คุณช่วยถอนคำสาปของเราได้ไหม?
label_death_intro_title	ถูกสาปโดยความตาย?
label_demand_collected	ไปได้ละ
label_demand_collected_2	ว่าละ! ทีนี้ไปได้ละ
label_demand_complete_start	ถึงเวลาเก็บส่วย! ฉันหวังว่าคุณจะมีครบนะ!
label_enable_curse_unknown	คำสาปแห่ง ???: ปิด
label_enable_death_curse	คำสาปแห่งความตาย: [on_off]
label_enable_greed_curse	คำสาปแห่งความโลภ: [on_off]
label_enable_happiness_curse	คำสาปแห่งความเศร้า: [on_off]
label_enabled_curses	เปิดใช้งานคำสาปแล้ว
label_everyone_angry	ทั้งหมู่บ้านของคุณโกรธ!
label_everyone_spirit_world_dead	ทุกคนในโลกวิญญาณเสียชีวิต
label_everyone_spirit_world_dead_text	กลับมาที่แท่นบูชา
label_everyone_spirit_world_dead_text_retry	คุณสามารถกลับมาเยี่ยมชมโลกแห่งวิญญาณนี้ได้โดยใช้แท่นบูชา
label_final_demand_end_text	ฉันค่อนข้างสงสัย ว่าคงเอาไข่มังกรมาให้ฉันไม่ได้ แต่ดูนี่สิ!
label_final_demand_end_text_2	*รอยแตกเริ่มปรากฏขึ้นในเปลือก*
label_final_demand_end_text_3	นี่อะไรน่ะ? รอยแตกในไข่มังกรของฉันเหรอ? หาอันใหม่ให้ฉันเดี๋ยวนี้!
label_final_demand_end_text_4	ไข่แตกอีกแล้ว...
label_final_demand_end_text_5	โอ้ไม่นะ...
label_final_demand_end_text_6	ไข่แตก!
label_final_demand_end_text_7	มันเป็นมังกร!
label_final_demand_end_text_8	ด้วยแกว่งครั้งใหญ่เพียงครั้งเดียว มังกรก็โค่นราชบัลลังก์ออกไปได้
label_final_demand_merchant	พ่อค้าคนหนึ่งปรากฏตัวขึ้น
